age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
27,0.7364,192936,0.165,13,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,30,0.9153,0
54,0.7364,155233,0.165,13,0.3235,0.12,0.2579,0.8616,0.3202,14084,0,40,0.9153,1
49,0.7364,176814,0.165,13,0.468,0.12,0.4152,0.8616,0.6798,5178,0,40,0.9153,1
52,0.0664,137753,0.3251,9,0.468,0.1046,0.0468,0.092,0.3202,0,0,20,0.9153,0
28,0.7364,38918,0.165,13,0.3235,0.1303,0.2579,0.8616,0.6798,0,0,50,0.9153,0
22,0.7364,155362,0.3251,9,0.3235,0.1187,0.149,0.8616,0.3202,0,0,35,0.9153,0
18,0.7364,152171,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,25,0.9153,0
36,0.7364,61178,0.0352,7,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
23,0.0664,218678,0.0352,7,0.468,0.0441,0.4152,0.8616,0.6798,0,0,40,0.9153,0
31,0.7364,295099,0.2159,10,0.1372,0.0322,0.149,0.092,0.3202,0,0,40,0.9153,0
34,0.0319,149368,0.0175,15,0.468,0.1303,0.4152,0.8616,0.6798,0,0,40,0.9153,1
40,0.7364,193459,0.0349,12,0.033,0.066,0.2579,0.8616,0.6798,0,0,40,0.0003,0
17,0.7364,239346,0.0264,6,0.3235,0.1046,0.149,0.8616,0.6798,0,0,18,0.9153,0
30,0.7364,263150,0.3251,9,0.1372,0.066,0.1041,0.8616,0.3202,0,0,20,0.9153,0
54,0.7364,68985,0.0533,14,0.468,0.1187,0.4152,0.8616,0.6798,0,0,55,0.9153,1
32,0.7364,192965,0.3251,9,0.033,0.1187,0.2579,0.8616,0.3202,0,0,45,0.9153,0
22,0.7364,166371,0.2159,10,0.3235,0.1355,0.149,0.8616,0.6798,0,0,40,0.9153,0
39,0.7364,80410,0.165,13,0.3235,0.1358,0.2579,0.8616,0.6798,0,0,40,0.9153,0
74,0.7364,84197,0.0533,14,0.1372,0.1187,0.2579,0.8616,0.3202,0,0,10,0.9153,0
27,0.7364,386040,0.0459,11,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.0219,0
18,0.7364,183034,0.2159,10,0.3235,0.1187,0.149,0.092,0.6798,0,0,35,0.9153,0
39,0.0874,247975,0.2159,10,0.3235,0.1355,0.2579,0.0272,0.6798,0,0,30,0.9153,0
46,0.7364,190115,0.2159,10,0.468,0.1187,0.4152,0.8616,0.6798,0,1887,40,0.9153,1
53,0.7364,374588,0.3251,9,0.468,0.0531,0.4152,0.092,0.6798,0,0,60,0.9153,0
78,0.7364,182977,0.3251,9,0.026,0.1046,0.2579,0.092,0.3202,2964,0,40,0.9153,0
28,0.7364,199600,0.3251,9,0.468,0.066,0.4152,0.092,0.6798,0,0,40,0.9153,0
77,0.7364,83601,0.0175,15,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,0
42,0.7364,209370,0.3251,9,0.033,0.1187,0.2579,0.8616,0.3202,0,0,30,0.9153,0
26,0.0408,58039,0.2159,10,0.468,0.1046,0.4152,0.8616,0.6798,0,0,40,0.9153,0
34,0.0664,80411,0.2159,10,0.468,0.0215,0.4152,0.8616,0.6798,0,0,40,0.9153,0
37,0.7364,30267,0.0352,7,0.3235,0.0531,0.2579,0.8616,0.6798,0,0,60,0.9153,1
41,0.7364,49156,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
49,0.0874,155862,0.3251,9,0.468,0.0339,0.4152,0.8616,0.6798,0,0,50,0.9153,1
49,0.7364,133969,0.0116,16,0.468,0.1303,0.4152,0.0087,0.6798,0,0,50,0.9153,1
38,0.0664,156383,0.2159,10,0.3235,0.0215,0.1041,0.092,0.3202,0,0,40,0.9153,0
48,0.7364,125892,0.0155,5,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.0014,0
50,0.0367,145714,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,0,60,0.9153,1
37,0.7364,69481,0.3251,9,0.1372,0.066,0.2579,0.8616,0.6798,0,0,40,0.9153,0
30,0.0664,177828,0.165,13,0.033,0.1303,0.2579,0.8616,0.6798,0,0,40,0.9153,0
51,0.0664,259646,0.0533,14,0.1372,0.1358,0.1041,0.8616,0.3202,0,0,40,0.9153,0
29,0.0664,158703,0.2159,10,0.468,0.1046,0.4152,0.8616,0.6798,0,0,40,0.9153,0
37,0.7364,340614,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,0,50,0.9153,1
54,0.7364,101017,0.0208,4,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
56,0.7364,267652,0.165,13,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
62,0.7364,176839,0.0116,16,0.3235,0.1358,0.2579,0.8616,0.6798,0,0,50,0.9153,1
19,0.7364,382688,0.0264,6,0.3235,0.0441,0.2579,0.8616,0.6798,0,0,20,0.9153,0
33,0.7364,287878,0.2159,10,0.468,0.1046,0.0468,0.8616,0.3202,0,0,26,0.9153,0
38,0.0664,329980,0.3251,9,0.3235,0.1355,0.2579,0.8616,0.6798,0,1876,40,0.003,0
40,0.7364,91959,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,46,0.9153,1
24,0.7364,279175,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
26,0.7364,274724,0.2159,10,0.3235,0.1046,0.027,0.8616,0.6798,0,0,40,0.0012,0
23,0.7364,228243,0.2159,10,0.3235,0.1355,0.2579,0.8616,0.6798,0,0,44,0.9153,0
50,0.7364,158680,0.0533,14,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,1
20,0.7364,281608,0.2159,10,0.3235,0.1187,0.2579,0.8616,0.3202,0,0,50,0.9153,0
32,0.7364,151053,0.3251,9,0.468,0.0441,0.4152,0.8616,0.6798,0,0,40,0.9153,1
23,0.7364,250630,0.165,13,0.3235,0.1187,0.2579,0.8616,0.3202,0,0,40,0.9153,0
21,0.7364,440969,0.3251,9,0.3235,0.12,0.149,0.8616,0.3202,0,0,40,0.9153,0
55,0.0874,119762,0.0264,6,0.468,0.0531,0.4152,0.8616,0.6798,0,0,50,0.9153,0
30,0.0664,79190,0.165,13,0.3235,0.1303,0.2579,0.8616,0.3202,0,0,40,0.9153,0
32,0.7364,106541,0.0114,3,0.468,0.1046,0.027,0.8616,0.6798,0,0,40,0.9153,0
47,0.0664,398397,0.0533,14,0.3235,0.0322,0.2579,0.8616,0.6798,0,0,40,0.9153,0
64,0.7364,47298,0.0116,16,0.468,0.1303,0.4152,0.8616,0.6798,0,0,60,0.9153,1
47,0.7364,64563,0.2159,10,0.468,0.12,0.4152,0.8616,0.6798,7688,0,42,0.9153,1
58,0.0664,237879,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,58,0.9153,0
46,0.7364,145636,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,3103,0,50,0.9153,1
39,0.0319,30916,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,1902,50,0.9153,1
48,0.7364,369522,0.2159,10,0.1372,0.1358,0.2579,0.8616,0.3202,0,0,60,0.9153,0
47,0.7364,221666,0.2159,10,0.1372,0.0322,0.1041,0.8616,0.3202,0,0,40,0.9153,0
30,0.7364,202051,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,42,0.9153,1
30,0.7364,195750,0.3251,9,0.3235,0.0441,0.149,0.8616,0.6798,0,0,27,0.9153,0
28,0.7364,162994,0.165,13,0.468,0.0322,0.4152,0.8616,0.6798,0,0,40,0.9153,0
35,0.7364,198841,0.3251,9,0.468,0.0339,0.4152,0.8616,0.6798,0,0,40,0.9153,0
55,0.0664,223716,0.2159,10,0.1372,0.1358,0.2579,0.0105,0.3202,0,0,40,0.9153,0
19,0.7364,349620,0.0264,6,0.3235,0.066,0.149,0.8616,0.3202,0,0,40,0.9153,0
33,0.7364,460408,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,40,0.0219,0
31,0.0874,177675,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,40,0.9153,1
60,0.7364,164599,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,7298,0,40,0.9153,1
49,0.0367,246891,0.165,13,0.468,0.12,0.4152,0.8616,0.6798,0,0,40,0.9153,1
24,0.7364,184756,0.165,13,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
43,0.0664,70055,0.0459,11,0.468,0.0215,0.4152,0.8616,0.6798,0,0,56,0.9153,0
57,0.7364,206343,0.3251,9,0.033,0.066,0.2579,0.8616,0.6798,2174,0,40,0.0034,0
21,0.7364,191497,0.2159,10,0.3235,0.1187,0.149,0.8616,0.3202,0,0,20,0.9153,0
42,0.0319,262402,0.165,13,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
43,0.0408,186990,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,37,0.9153,0
34,0.7364,182401,0.0349,12,0.1372,0.12,0.2579,0.092,0.6798,0,0,40,0.9153,0
26,0.7364,53209,0.3251,9,0.3235,0.1046,0.149,0.8616,0.6798,0,0,40,0.9153,0
23,0.7364,84726,0.0349,12,0.468,0.0339,0.0468,0.8616,0.3202,0,0,45,0.0043,0
43,0.0874,160369,0.2159,10,0.3235,0.1187,0.2579,0.8616,0.6798,0,0,65,0.9153,0
30,0.0664,264936,0.165,13,0.033,0.1303,0.1041,0.8616,0.3202,0,0,40,0.9153,0
25,0.7364,166415,0.3251,9,0.3235,0.0531,0.1041,0.8616,0.6798,0,0,52,0.9153,0
24,0.7364,121313,0.3251,9,0.468,0.12,0.4152,0.8616,0.6798,0,0,40,0.9153,0
19,0.7364,139466,0.2159,10,0.3235,0.1187,0.149,0.8616,0.3202,0,0,25,0.9153,0
40,0.7364,374764,0.2159,10,0.1372,0.0441,0.2579,0.8616,0.6798,0,0,40,0.9153,0
35,0.0319,133935,0.165,13,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,1
41,0.7364,170685,0.2159,10,0.1372,0.1187,0.1041,0.8616,0.6798,0,0,46,0.9153,0
35,0.0367,242080,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,7298,0,45,0.9153,1
61,0.7364,181028,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,0,18,0.9153,0
21,0.7364,83580,0.2159,10,0.3235,0.1303,0.149,0.0105,0.3202,0,0,4,0.9153,0
43,0.7364,185015,0.0114,3,0.0112,0.004,0.027,0.8616,0.3202,0,0,40,0.0031,0
18,0.0367,119422,0.3251,9,0.3235,0.1046,0.1041,0.0272,0.3202,0,0,30,0.0024,0
56,0.0874,53366,0.0352,7,0.468,0.1355,0.4152,0.8616,0.6798,0,0,20,0.9153,0
46,0.7364,423222,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,7688,0,40,0.9153,1
46,0.7364,129007,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,1977,40,0.9153,1
36,0.7364,225516,0.165,13,0.468,0.1358,0.4152,0.092,0.6798,0,0,40,0.9153,1
42,0.0874,351161,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,1887,40,0.9153,1
60,0.0874,78913,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,0
31,0.7364,246439,0.3251,9,0.3235,0.0339,0.2579,0.8616,0.6798,0,0,38,0.9153,0
59,0.0367,110457,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,1
54,0.0664,152540,0.2159,10,0.1372,0.1355,0.1041,0.8616,0.6798,0,0,42,0.9153,0
61,0.7364,33460,0.3251,9,0.026,0.12,0.1041,0.8616,0.3202,0,0,40,0.9153,0
29,0.7364,283760,0.165,13,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,40,0.9153,0
57,0.7364,106910,0.3251,9,0.1372,0.12,0.1041,0.0272,0.3202,0,0,40,0.9153,0
38,0.0664,30509,0.0533,14,0.3235,0.1303,0.2579,0.8616,0.3202,0,1669,55,0.9153,0
37,0.7364,758700,0.0155,5,0.468,0.0441,0.4152,0.8616,0.6798,3781,0,50,0.0219,0
20,0.7364,308239,0.2159,10,0.3235,0.1046,0.149,0.8616,0.6798,0,0,16,0.9153,0
23,0.7364,215251,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.3202,0,0,55,0.9153,0
34,0.7364,324254,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
36,0.7364,348022,0.0264,6,0.468,0.1046,0.0468,0.8616,0.3202,0,0,24,0.9153,0
90,0.7364,139660,0.2159,10,0.1372,0.1187,0.1041,0.092,0.3202,0,0,37,0.9153,0
76,0.7364,201240,0.3251,9,0.3235,0.12,0.027,0.8616,0.3202,0,0,40,0.9153,0
25,0.7364,197871,0.165,13,0.3235,0.1358,0.2579,0.8616,0.6798,0,0,50,0.9153,0
41,0.7364,132222,0.0175,15,0.468,0.1303,0.4152,0.8616,0.6798,0,2415,40,0.9153,1
53,0.7364,199287,0.0155,5,0.3235,0.004,0.2579,0.8616,0.3202,0,0,9,0.9153,0
58,0.0319,497253,0.165,13,0.468,0.1358,0.4152,0.092,0.6798,0,0,40,0.9153,1
31,0.7364,117028,0.0352,7,0.3235,0.1046,0.149,0.8616,0.6798,0,0,30,0.0014,0
23,0.7364,236804,0.0352,7,0.468,0.1046,0.4152,0.8616,0.6798,0,0,40,0.9153,0
40,0.7364,114157,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,40,0.9153,0
33,0.7364,342730,0.2159,10,0.468,0.1187,0.4152,0.8616,0.6798,0,0,52,0.9153,0
23,0.7364,372898,0.3251,9,0.468,0.1187,0.0468,0.8616,0.3202,0,0,40,0.9153,0
40,0.7364,193144,0.3251,9,0.1372,0.1046,0.1041,0.8616,0.3202,0,0,36,0.9153,0
36,0.7364,186212,0.0349,12,0.468,0.1355,0.4152,0.8616,0.6798,0,0,50,0.9153,0
42,0.7364,107563,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,40,0.9153,1
22,0.7364,269623,0.2159,10,0.3235,0.1355,0.149,0.8616,0.6798,0,0,40,0.9153,0
32,0.7364,113838,0.2159,10,0.468,0.0441,0.4152,0.8616,0.6798,0,0,40,0.9153,0
59,0.7364,230899,0.0155,5,0.033,0.066,0.1041,0.8616,0.3202,0,0,40,0.0219,0
45,0.0367,270535,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,15024,0,40,0.9153,1
33,0.7364,183125,0.3251,9,0.3235,0.1187,0.2579,0.8616,0.3202,0,0,45,0.9153,0
22,0.7364,370548,0.0459,11,0.3235,0.1355,0.2579,0.8616,0.6798,0,0,30,0.9153,0
23,0.7364,27776,0.3251,9,0.468,0.1046,0.4152,0.8616,0.6798,0,0,40,0.9153,0
63,0.7364,106141,0.0208,4,0.468,0.1187,0.4152,0.8616,0.6798,0,0,45,0.9153,0
33,0.7364,183000,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,24,0.9153,0
21,0.7364,60639,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.3202,0,0,37,0.9153,0
65,0.0664,221026,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,20,0.9153,0
50,0.7364,141608,0.3251,9,0.033,0.1046,0.1041,0.8616,0.3202,0,0,45,0.9153,0
49,0.7364,199029,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,2415,55,0.9153,1
20,0.7364,103277,0.2159,10,0.3235,0.12,0.149,0.8616,0.3202,0,0,35,0.9153,0
35,0.7364,153535,0.3251,9,0.1372,0.0441,0.1041,0.092,0.3202,0,0,36,0.9153,0
64,0.0408,107732,0.0063,2,0.468,0.0339,0.4152,0.0087,0.6798,0,0,45,0.0021,0
42,0.7364,159449,0.3251,9,0.1372,0.1355,0.2579,0.8616,0.6798,0,0,40,0.9153,0
21,0.7364,89991,0.2159,10,0.3235,0.12,0.149,0.8616,0.3202,0,0,40,0.9153,0
30,0.7364,23778,0.0208,4,0.033,0.0441,0.2579,0.8616,0.6798,0,0,40,0.9153,0
34,0.0874,196791,0.0349,12,0.468,0.1303,0.0468,0.8616,0.3202,0,0,25,0.9153,1
50,0.0874,371305,0.3251,9,0.468,0.1187,0.4152,0.8616,0.6798,0,1902,60,0.9153,1
26,0.0408,287420,0.165,13,0.3235,0.1303,0.2579,0.8616,0.3202,0,0,60,0.9153,0
55,0.0664,200448,0.2159,10,0.1372,0.12,0.2579,0.092,0.6798,0,0,40,0.9153,0
31,0.7364,97933,0.2159,10,0.3235,0.12,0.2579,0.8616,0.3202,0,0,40,0.9153,0
22,0.7364,189832,0.2159,10,0.3235,0.1046,0.149,0.8616,0.3202,0,0,25,0.9153,0
24,0.7364,197554,0.3251,9,0.3235,0.12,0.149,0.8616,0.3202,0,0,40,0.9153,0
28,0.7364,336951,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
22,0.7364,314525,0.165,13,0.3235,0.1303,0.2579,0.8616,0.6798,0,0,40,0.9153,0
51,0.0874,20795,0.2159,10,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
66,0.0874,37170,0.3251,9,0.468,0.12,0.4152,0.8616,0.6798,0,0,42,0.9153,1
44,0.7364,344060,0.165,13,0.3235,0.1303,0.2579,0.8616,0.6798,27828,0,40,0.9153,1
27,0.0664,85918,0.165,13,0.468,0.0215,0.4152,0.8616,0.6798,0,0,68,0.9153,0
36,0.0408,183279,0.3251,9,0.468,0.12,0.4152,0.8616,0.6798,0,0,38,0.9153,0
41,0.7364,190786,0.0459,11,0.468,0.12,0.4152,0.8616,0.6798,7298,0,40,0.9153,1
65,0.7364,190568,0.3251,9,0.026,0.12,0.2579,0.8616,0.3202,0,810,36,0.9153,0
56,0.7364,246687,0.2159,10,0.1372,0.12,0.2579,0.8616,0.3202,0,0,40,0.9153,0
35,0.7364,299353,0.3251,9,0.3235,0.1046,0.1041,0.092,0.3202,0,0,40,0.9153,0
41,0.7364,111891,0.3251,9,0.033,0.066,0.027,0.092,0.3202,0,0,40,0.9153,0
39,0.7364,181553,0.165,13,0.1372,0.1358,0.2579,0.8616,0.6798,0,0,55,0.9153,0
40,0.0367,64885,0.0533,14,0.468,0.1187,0.4152,0.8616,0.6798,0,0,70,0.9153,1
28,0.7364,163265,0.0155,5,0.3235,0.066,0.2579,0.8616,0.6798,0,0,30,0.9153,0
23,0.7364,33105,0.2159,10,0.3235,0.0441,0.149,0.0105,0.6798,0,0,40,0.9153,0
27,0.7364,199118,0.2159,10,0.3235,0.12,0.149,0.8616,0.3202,0,0,40,0.0012,0
47,0.7364,159726,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,85,0.9153,1
34,0.7364,176711,0.3251,9,0.3235,0.12,0.149,0.8616,0.6798,0,0,40,0.9153,0
28,0.7364,175262,0.2159,10,0.468,0.0441,0.4152,0.092,0.6798,0,0,40,0.0219,0
38,0.7364,208358,0.0459,11,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,0
35,0.0874,186934,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,0
30,0.7364,77266,0.3251,9,0.1372,0.0531,0.2579,0.8616,0.6798,0,0,55,0.9153,0
37,0.7364,267085,0.2159,10,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
22,0.7364,495288,0.3251,9,0.3235,0.12,0.149,0.8616,0.3202,0,0,38,0.9153,0
48,0.7364,164984,0.3251,9,0.468,0.1303,0.4152,0.8616,0.6798,0,0,40,0.9153,1
42,0.7364,254773,0.165,13,0.468,0.1358,0.0468,0.092,0.3202,0,0,50,0.9153,1
33,0.7364,243266,0.0533,14,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.0024,1
21,0.7364,232569,0.3251,9,0.3235,0.0441,0.2579,0.8616,0.6798,0,0,40,0.9153,0
58,0.0874,193434,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,20,0.9153,0
56,0.0408,67662,0.0533,14,0.1372,0.1303,0.2579,0.8616,0.3202,0,0,39,0.9153,0
35,0.0874,195744,0.3251,9,0.1372,0.1355,0.2579,0.8616,0.6798,0,0,50,0.9153,0
49,0.7364,204629,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,1
30,0.0367,185384,0.2159,10,0.468,0.1358,0.0468,0.8616,0.3202,0,0,25,0.9153,0
23,0.7364,292264,0.2159,10,0.468,0.1187,0.4152,0.8616,0.6798,0,0,40,0.9153,0
45,0.0408,319666,0.0175,15,0.1372,0.1303,0.1041,0.8616,0.3202,0,0,43,0.9153,0
67,0.7364,227113,0.0533,14,0.468,0.1303,0.4152,0.8616,0.6798,0,2457,40,0.9153,0
39,0.7364,82521,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,0,45,0.9153,1
28,0.7364,190367,0.3251,9,0.468,0.066,0.4152,0.8616,0.6798,0,0,45,0.9153,0
67,0.7364,118363,0.165,13,0.1372,0.1358,0.2579,0.8616,0.3202,0,2206,5,0.9153,0
74,0.7364,282553,0.0208,4,0.026,0.1046,0.2579,0.8616,0.3202,0,0,40,0.9153,0
29,0.7364,142249,0.165,13,0.3235,0.1187,0.149,0.8616,0.6798,0,0,40,0.9153,0
59,0.7364,115414,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,1
36,0.0664,282602,0.0459,11,0.033,0.12,0.149,0.092,0.3202,0,0,40,0.9153,0
21,0.7364,512828,0.3251,9,0.3235,0.0215,0.149,0.092,0.6798,0,0,40,0.9153,0
57,0.0367,103948,0.165,13,0.1372,0.1303,0.2579,0.8616,0.6798,0,0,80,0.9153,0
44,0.7364,55191,0.0175,15,0.3235,0.1303,0.2579,0.092,0.3202,0,0,40,0.9153,0
55,0.0874,349910,0.0349,12,0.468,0.1187,0.4152,0.8616,0.6798,0,0,60,0.9153,0
59,0.0367,76860,0.0114,3,0.468,0.1358,0.4152,0.0272,0.6798,99999,0,40,0.0028,1
28,0.0408,78356,0.0533,14,0.468,0.1358,0.4152,0.092,0.6798,0,0,40,0.0021,0
59,0.7364,154100,0.0533,14,0.3235,0.1187,0.2579,0.8616,0.3202,27828,0,45,0.9153,1
40,0.7364,300838,0.0063,2,0.468,0.1355,0.4152,0.0087,0.6798,0,0,40,0.0219,0
68,0.7364,253866,0.165,13,0.468,0.1187,0.4152,0.8616,0.6798,0,0,30,0.9153,0
59,0.7364,137506,0.0155,5,0.026,0.0441,0.1041,0.8616,0.6798,0,0,40,0.9153,0
32,0.0874,106014,0.2159,10,0.3235,0.1046,0.2579,0.8616,0.6798,0,0,50,0.9153,0
20,0.7364,515797,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
23,0.7364,54012,0.3251,9,0.468,0.0531,0.4152,0.8616,0.6798,0,0,60,0.9153,0
20,0.7364,691830,0.3251,9,0.3235,0.1187,0.149,0.092,0.3202,0,0,35,0.9153,0
20,0.7364,258730,0.3251,9,0.3235,0.004,0.149,0.8616,0.3202,0,0,40,0.9153,0
37,0.7364,91711,0.165,13,0.468,0.1358,0.4152,0.8616,0.6798,0,0,60,0.9153,1
31,0.7364,307543,0.0264,6,0.3235,0.0531,0.149,0.8616,0.6798,0,0,99,0.0034,0
32,0.0408,104509,0.3251,9,0.1372,0.1046,0.2579,0.8616,0.3202,0,0,25,0.9153,0
29,0.0874,104423,0.2159,10,0.468,0.1358,0.027,0.8616,0.6798,4386,0,45,0.9153,1
56,0.7364,174533,0.165,13,0.3235,0.1358,0.2579,0.8616,0.3202,0,0,45,0.9153,1
38,0.0367,176357,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,0
30,0.7364,172830,0.165,13,0.3235,0.12,0.2579,0.8616,0.3202,3325,0,40,0.9153,0
58,0.7364,111385,0.3251,9,0.3235,0.1355,0.2579,0.8616,0.6798,0,0,40,0.9153,0
31,0.0874,175509,0.3251,9,0.1372,0.0322,0.2579,0.8616,0.6798,0,0,60,0.9153,0
39,0.7364,135020,0.3251,9,0.3235,0.0531,0.149,0.8616,0.6798,0,0,40,0.9153,0
51,0.7364,103407,0.3251,9,0.1372,0.12,0.2579,0.8616,0.3202,0,0,40,0.9153,0
26,0.7364,205109,0.0533,14,0.3235,0.1303,0.2579,0.8616,0.3202,0,0,40,0.9153,0
64,0.7364,349826,0.2159,10,0.468,0.1358,0.4152,0.8616,0.6798,0,0,40,0.9153,0
38,0.7364,91857,0.2159,10,0.468,0.1355,0.4152,0.8616,0.6798,0,0,41,0.9153,0
66,0.0408,41506,0.0264,6,0.1372,0.1046,0.2579,0.092,0.3202,0,0,40,0.9153,0
37,0.7364,148143,0.3251,9,0.3235,0.066,0.1041,0.092,0.3202,0,0,40,0.9153,0
31,0.7364,66815,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,50,0.9153,0
40,0.7364,259307,0.0533,14,0.468,0.1358,0.4152,0.8616,0.6798,0,0,50,0.9153,1
29,0.7364,231507,0.3251,9,0.3235,0.1355,0.2579,0.8616,0.6798,0,0,35,0.9153,0
35,0.7364,29874,0.2159,10,0.468,0.0441,0.4152,0.8616,0.6798,0,0,40,0.9153,0
24,0.7364,267843,0.165,13,0.3235,0.1303,0.149,0.092,0.3202,0,0,35,0.9153,0
30,0.0408,361497,0.165,13,0.468,0.0215,0.4152,0.8616,0.6798,0,0,72,0.9153,1
26,0.7364,381618,0.0155,5,0.468,0.1355,0.4152,0.8616,0.6798,0,0,45,0.9153,0
48,0.0367,213140,0.3251,9,0.468,0.1358,0.4152,0.8616,0.6798,0,0,80,0.9153,0
36,0.7364,128876,0.0264,6,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,0
28,0.7364,134890,0.3251,9,0.468,0.1355,0.4152,0.8616,0.6798,0,0,40,0.9153,1
53,0.7364,123092,0.3251,9,0.026,0.066,0.2579,0.8616,0.3202,0,0,40,0.9153,0
38,0.7364,191137,0.0352,7,0.468,0.066,0.4152,0.8616,0.6798,0,0,35,0.9153,0
28,0.7364,269246,0.0352,7,0.468,0.0339,0.4152,0.8616,0.6798,0,0,40,0.9153,0
19,0.7364,29083,0.3251,9,0.3235,0.1187,0.149,0.0105,0.3202,0,0,25,0.9153,0
29,0.0319,208534,0.0175,15,0.468,0.1303,0.4152,0.8616,0.6798,0,0,80,0.9153,0
41,0.7364,163847,0.165,13,0.468,0.0339,0.4152,0.8616,0.6798,0,0,45,0.9153,1
42,0.0664,277256,0.165,13,0.468,0.1303,0.4152,0.8616,0.6798,0,0,40,0.9153,1
22,0.7364,37894,0.3251,9,0.033,0.1046,0.027,0.8616,0.6798,0,0,35,0.9153,0
56,0.7364,175127,0.0264,6,0.468,0.0441,0.4152,0.8616,0.6798,0,0,40,0.9153,0
26,0.7364,167848,0.3251,9,0.3235,0.066,0.2579,0.092,0.6798,0,0,40,0.9153,0
21,0.7364,129980,0.0155,5,0.3235,0.0531,0.149,0.8616,0.6798,0,0,40,0.9153,0
17,0.7364,27415,0.0352,7,0.3235,0.0441,0.149,0.0105,0.6798,0,0,20,0.9153,0
48,0.0408,120131,0.165,13,0.1372,0.1303,0.2579,0.8616,0.6798,0,0,40,0.9153,0
46,0.0664,190961,0.3251,9,0.033,0.12,0.1041,0.092,0.3202,0,0,40,0.9153,0
20,0.7364,217807,0.2159,10,0.3235,0.0441,0.149,0.8616,0.6798,0,0,35,0.9153,0
