V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
34,0.0276,0.2833,0.3047,0.9846,43,0.4457,0.8437,0.6451,0.0191,0.1409,198,0.0123,-1,0.8172,0.8173,0
31,0.2155,0.5982,0.3047,0.9846,1164,0.5543,0.1563,0.6451,0.0516,0.0889,141,0.2774,123,0.0252,0.1108,0
70,0.0334,0.5982,0.3047,0.9846,15265,0.4457,0.8437,0.6451,0.0433,0.1409,551,0.2774,-1,0.8172,0.8173,0
50,0.2155,0.5982,0.5022,0.9846,1580,0.4457,0.1563,0.6451,0.0389,0.0889,79,0.1245,-1,0.8172,0.8173,0
30,0.2155,0.5982,0.3047,0.9846,314,0.4457,0.8437,0.6451,0.0389,0.0889,364,0.2774,175,0.0471,0.0339,0
45,0.1141,0.5982,0.0411,0.9846,1577,0.4457,0.8437,0.2904,0.0567,0.1128,16,0.0814,-1,0.8172,0.8173,0
36,0.2155,0.5982,0.3047,0.9846,396,0.4457,0.8437,0.6451,0.0348,0.1409,67,0.0359,-1,0.8172,0.8173,0
31,0.1693,0.2833,0.152,0.9846,449,0.5543,0.8437,0.6451,0.0327,0.0584,140,0.0814,252,0.0623,0.1108,0
51,0.2117,0.5982,0.5022,0.9846,2237,0.5543,0.8437,0.2904,0.0379,0.3089,619,0.3834,-1,0.8172,0.8173,0
36,0.1141,0.5982,0.5022,0.9846,953,0.5543,0.8437,0.6451,0.0433,0.1409,80,0.3834,81,0.0471,0.1108,0
28,0.2117,0.2833,0.152,0.9846,722,0.5543,0.8437,0.2904,0.0457,0.3089,150,0.3834,-1,0.8172,0.8173,0
35,0.2155,0.2833,0.3047,0.9846,3,0.5543,0.1563,0.6451,0.0419,0.0584,217,0.3834,-1,0.8172,0.8173,0
44,0.1141,0.5982,0.5022,0.9846,251,0.4457,0.1563,0.0645,0.0396,0.1517,122,0.1245,-1,0.8172,0.8173,0
33,0.2117,0.5982,0.5022,0.9846,1240,0.5543,0.8437,0.6451,0.0372,0.3089,844,0.3834,-1,0.8172,0.8173,1
57,0.0898,0.5982,0.5022,0.9846,1301,0.5543,0.8437,0.6451,0.0379,0.1517,63,0.2774,-1,0.8172,0.8173,0
33,0.0334,0.1185,0.3047,0.9846,37,0.4457,0.1563,0.6451,0.0423,0.1517,1082,0.3834,-1,0.8172,0.8173,1
24,0.2155,0.5982,0.0411,0.9846,448,0.4457,0.8437,0.6451,0.0411,0.0651,324,0.3834,-1,0.8172,0.8173,1
22,0.1141,0.2833,0.3047,0.9846,897,0.5543,0.8437,0.6451,0.0327,0.0584,133,0.0814,-1,0.8172,0.8173,1
53,0.2117,0.5982,0.5022,0.9846,427,0.4457,0.1563,0.6451,0.0411,0.1409,360,0.0814,-1,0.8172,0.8173,0
46,0.0318,0.5982,0.3047,0.9846,0,0.5543,0.1563,0.6451,0.0433,0.0889,258,0.3834,-1,0.8172,0.8173,0
39,0.0276,0.5982,0.5022,0.9846,633,0.4457,0.8437,0.2904,0.0354,0.1128,233,0.3834,-1,0.8172,0.8173,0
54,0.1693,0.5982,0.5022,0.9846,306,0.4457,0.8437,0.6451,0.0253,0.0584,107,0.3834,-1,0.8172,0.8173,0
30,0.0898,0.5982,0.5022,0.9846,702,0.5543,0.8437,0.2904,0.0457,0.3089,573,0.3834,-1,0.8172,0.8173,0
53,0.2117,0.1185,0.5022,0.9846,517,0.5543,0.8437,0.2904,0.0516,0.1128,188,0.2774,-1,0.8172,0.8173,0
43,0.1141,0.5982,0.5022,0.9846,25741,0.5543,0.8437,0.2904,0.0337,0.3089,464,0.2774,-1,0.8172,0.8173,0
58,0.1693,0.5982,0.5022,0.9846,1,0.4457,0.8437,0.6451,0.0253,0.0651,333,0.3834,64,0.0471,0.1108,0
48,0.2117,0.5982,0.5022,0.9846,3008,0.5543,0.1563,0.6451,0.0516,0.0889,163,0.3834,187,0.0252,0.1108,0
37,0.0334,0.5982,0.3047,0.9846,2685,0.4457,0.8437,0.2904,0.0567,0.1128,187,0.2774,-1,0.8172,0.8173,0
47,0.2155,0.1185,0.3047,0.9846,107,0.4457,0.8437,0.2904,0.0368,0.3089,246,0.3834,-1,0.8172,0.8173,0
47,0.1693,0.1185,0.5022,0.9846,266,0.4457,0.8437,0.6451,0.0389,0.1409,88,0.3834,-1,0.8172,0.8173,0
28,0.021,0.2833,0.3047,0.9846,836,0.5543,0.8437,0.2904,0.0389,0.3089,36,0.3834,-1,0.8172,0.8173,0
43,0.0898,0.5982,0.5022,0.9846,774,0.4457,0.8437,0.6451,0.01,0.1128,482,0.3834,91,0.0471,0.0339,1
40,0.0898,0.5982,0.5022,0.9846,683,0.5543,0.8437,0.6451,0.0253,0.0584,299,0.2774,-1,0.8172,0.8173,0
35,0.0334,0.2833,0.152,0.9846,5,0.4457,0.8437,0.6451,0.0457,0.0889,140,0.1245,-1,0.8172,0.8173,0
37,0.2155,0.1185,0.3047,0.9846,-42,0.5543,0.8437,0.6451,0.0411,0.3089,668,0.2774,-1,0.8172,0.8173,1
47,0.2117,0.5982,0.152,0.9846,537,0.5543,0.8437,0.0645,0.0368,0.3089,49,0.1245,-1,0.8172,0.8173,0
29,0.2155,0.2833,0.3047,0.9846,144,0.5543,0.8437,0.2904,0.0253,0.1128,105,0.1245,-1,0.8172,0.8173,0
28,0.1141,0.5982,0.5022,0.0154,105,0.4457,0.8437,0.6451,0.03,0.1517,130,0.3834,-1,0.8172,0.8173,0
31,0.2117,0.5982,0.5022,0.9846,519,0.5543,0.8437,0.6451,0.0379,0.0305,623,0.2774,-1,0.8172,0.8173,0
26,0.0898,0.2833,0.5022,0.9846,127,0.5543,0.1563,0.6451,0.02,0.1517,85,0.1245,-1,0.8172,0.8173,0
55,0.1693,0.5982,0.3047,0.9846,804,0.4457,0.8437,0.6451,0.014,0.1517,245,0.0359,-1,0.8172,0.8173,0
45,0.0307,0.5982,0.3047,0.9846,3559,0.5543,0.1563,0.6451,0.0567,0.0889,264,0.3834,-1,0.8172,0.8173,0
43,0.1693,0.2833,0.3047,0.9846,16,0.5543,0.8437,0.2904,0.0372,0.3089,282,0.0814,-1,0.8172,0.8173,0
34,0.1141,0.2833,0.5022,0.0154,7,0.4457,0.8437,0.2904,0.0396,0.3089,285,0.2774,-1,0.8172,0.8173,0
42,0.0307,0.5982,0.5022,0.9846,135,0.5543,0.8437,0.2904,0.0348,0.3089,259,0.0314,-1,0.8172,0.8173,0
35,0.0318,0.5982,0.5022,0.9846,116,0.4457,0.8437,0.2904,0.0419,0.1128,361,0.3834,-1,0.8172,0.8173,0
45,0.0318,0.1185,0.5022,0.9846,-139,0.5543,0.8437,0.2904,0.0401,0.3089,152,0.1245,-1,0.8172,0.8173,0
63,0.0334,0.5982,0.152,0.9846,2287,0.4457,0.8437,0.0645,0.007,0.0132,490,0.3834,-1,0.8172,0.8173,0
42,0.2117,0.5982,0.5022,0.9846,525,0.5543,0.8437,0.2904,0.0567,0.1128,10,0.0314,-1,0.8172,0.8173,0
38,0.0318,0.5982,0.3047,0.9846,656,0.5543,0.8437,0.6451,0.0186,0.1409,508,0.0137,-1,0.8172,0.8173,0
35,0.0492,0.2833,0.152,0.9846,434,0.4457,0.8437,0.2904,0.0445,0.3089,138,0.3834,-1,0.8172,0.8173,0
31,0.0334,0.5982,0.3047,0.9846,-231,0.5543,0.8437,0.6451,0.0259,0.1409,221,0.2774,-1,0.8172,0.8173,0
32,0.0898,0.5982,0.5022,0.9846,364,0.5543,0.8437,0.2904,0.0567,0.3089,466,0.3834,-1,0.8172,0.8173,0
57,0.1693,0.1185,0.5022,0.9846,77,0.5543,0.1563,0.6451,0.0379,0.0305,168,0.1245,246,0.0471,0.1108,0
33,0.2155,0.2833,0.3047,0.9846,4128,0.5543,0.8437,0.2904,0.0372,0.3089,456,0.0314,-1,0.8172,0.8173,0
55,0.0276,0.2833,0.152,0.9846,0,0.4457,0.8437,0.2904,0.0445,0.1128,247,0.3834,-1,0.8172,0.8173,0
27,0.2117,0.2833,0.152,0.9846,881,0.5543,0.8437,0.2904,0.0327,0.1128,156,0.1245,-1,0.8172,0.8173,0
35,0.1141,0.2833,0.5022,0.9846,182,0.5543,0.8437,0.2904,0.0237,0.1128,117,0.3834,-1,0.8172,0.8173,0
75,0.0492,0.1185,0.5022,0.9846,105,0.4457,0.8437,0.6451,0.0411,0.0651,232,0.3834,-1,0.8172,0.8173,0
35,0.2155,0.5982,0.3047,0.9846,1582,0.4457,0.8437,0.0645,0.0457,0.1517,37,0.3834,-1,0.8172,0.8173,0
32,0.1693,0.5982,0.5022,0.9846,3095,0.4457,0.8437,0.6451,0.0372,0.1409,204,0.0067,-1,0.8172,0.8173,0
54,0.1141,0.5982,0.0411,0.9846,1044,0.5543,0.8437,0.6451,0.0379,0.1517,597,0.0359,-1,0.8172,0.8173,0
40,0.0898,0.5982,0.0411,0.9846,4075,0.5543,0.8437,0.2904,0.03,0.1128,162,0.1245,-1,0.8172,0.8173,0
32,0.021,0.2833,0.5022,0.9846,14,0.4457,0.8437,0.6451,0.0389,0.1409,144,0.1245,136,0.0623,0.038,0
34,0.1693,0.2833,0.5022,0.0154,264,0.4457,0.8437,0.2904,0.0253,0.1128,131,0.2774,-1,0.8172,0.8173,0
32,0.2155,0.2833,0.3047,0.9846,1613,0.4457,0.8437,0.6451,0.0337,0.011,253,0.2774,129,0.0102,0.1108,0
26,0.2117,0.5982,0.5022,0.9846,1101,0.4457,0.8437,0.0645,0.0354,0.1517,206,0.3834,-1,0.8172,0.8173,0
32,0.2155,0.1185,0.152,0.9846,137,0.5543,0.8437,0.2904,0.0567,0.3089,13,0.0032,-1,0.8172,0.8173,0
39,0.2117,0.5982,0.152,0.9846,694,0.5543,0.8437,0.6451,0.0457,0.0889,44,0.3834,-1,0.8172,0.8173,0
40,0.2155,0.1185,0.3047,0.9846,862,0.5543,0.8437,0.6451,0.0348,0.1409,98,0.2774,-1,0.8172,0.8173,0
26,0.2117,0.2833,0.3047,0.9846,567,0.4457,0.8437,0.6451,0.0191,0.3089,421,0.3834,-1,0.8172,0.8173,1
58,0.0492,0.5982,0.152,0.9846,741,0.4457,0.8437,0.2904,0.0567,0.1128,81,0.2774,-1,0.8172,0.8173,0
36,0.2117,0.2833,0.152,0.9846,20,0.5543,0.8437,0.2904,0.0457,0.3089,87,0.0023,-1,0.8172,0.8173,0
27,0.1693,0.2833,0.5022,0.9846,1742,0.5543,0.8437,0.2904,0.03,0.3089,787,0.3834,-1,0.8172,0.8173,1
37,0.2155,0.5982,0.3047,0.9846,1403,0.5543,0.8437,0.6451,0.0118,0.1517,91,0.0023,-1,0.8172,0.8173,0
41,0.2117,0.5982,0.5022,0.9846,2689,0.5543,0.8437,0.6451,0.0368,0.0651,135,0.3834,-1,0.8172,0.8173,1
27,0.0898,0.2833,0.5022,0.9846,482,0.5543,0.8437,0.2904,0.0419,0.1128,220,0.2774,-1,0.8172,0.8173,0
31,0.1141,0.5982,0.5022,0.9846,-241,0.5543,0.8437,0.6451,0.0186,0.1517,1287,0.0359,-1,0.8172,0.8173,0
36,0.1141,0.5982,0.5022,0.9846,1867,0.5543,0.1563,0.2904,0.0266,0.3089,243,0.2774,-1,0.8172,0.8173,0
52,0.0898,0.5982,0.3047,0.9846,2801,0.5543,0.1563,0.2904,0.0433,0.1128,311,0.2774,-1,0.8172,0.8173,0
60,0.0276,0.5982,0.3047,0.9846,443,0.4457,0.8437,0.2904,0.0445,0.1128,60,0.3834,-1,0.8172,0.8173,0
34,0.1693,0.2833,0.3047,0.9846,2658,0.5543,0.8437,0.6451,0.0348,0.1409,690,0.2774,-1,0.8172,0.8173,0
58,0.1693,0.5982,0.3047,0.9846,289,0.4457,0.8437,0.0645,0.0457,0.0889,182,0.2774,-1,0.8172,0.8173,0
41,0.2117,0.2833,0.152,0.9846,74,0.4457,0.8437,0.2904,0.0354,0.1517,193,0.0814,-1,0.8172,0.8173,0
53,0.1141,0.5982,0.5022,0.9846,2851,0.4457,0.1563,0.0645,0.007,0.1128,89,0.3834,119,0.0623,0.1108,0
32,0.1693,0.5982,0.5022,0.9846,381,0.5543,0.8437,0.2904,0.0253,0.1128,347,0.2774,-1,0.8172,0.8173,0
55,0.0059,0.5982,0.3047,0.9846,3567,0.4457,0.8437,0.6451,0.0337,0.0651,85,0.3834,-1,0.8172,0.8173,0
27,0.0318,0.2833,0.3047,0.9846,1,0.5543,0.8437,0.6451,0.02,0.1517,171,0.0814,-1,0.8172,0.8173,0
49,0.0276,0.5982,0.5022,0.9846,905,0.4457,0.8437,0.6451,0.0191,0.1409,102,0.0814,-1,0.8172,0.8173,0
37,0.1141,0.5982,0.3047,0.9846,3913,0.5543,0.8437,0.6451,0.0266,0.0651,124,0.3834,-1,0.8172,0.8173,1
24,0.1141,0.2833,0.5022,0.9846,1055,0.4457,0.8437,0.6451,0.0457,0.1517,338,0.3834,-1,0.8172,0.8173,0
42,0.1693,0.1185,0.5022,0.9846,611,0.5543,0.8437,0.6451,0.03,0.0651,804,0.2774,262,0.0102,0.1108,0
31,0.1141,0.2833,0.5022,0.9846,410,0.4457,0.8437,0.6451,0.02,0.0651,342,0.3834,-1,0.8172,0.8173,1
42,0.2117,0.5982,0.5022,0.9846,1958,0.5543,0.8437,0.2904,0.0337,0.3089,124,0.1245,-1,0.8172,0.8173,0
39,0.2117,0.5982,0.152,0.9846,34,0.5543,0.8437,0.2904,0.0266,0.3089,114,0.3834,-1,0.8172,0.8173,0
32,0.2117,0.2833,0.5022,0.9846,5252,0.5543,0.8437,0.6451,0.0567,0.0889,232,0.2774,183,0.0471,0.1108,0
36,0.0307,0.5982,0.5022,0.9846,352,0.5543,0.8437,0.6451,0.0327,0.1128,94,0.2774,-1,0.8172,0.8173,0
48,0.0898,0.1185,0.5022,0.9846,3186,0.4457,0.1563,0.6451,0.0354,0.0651,104,0.3834,-1,0.8172,0.8173,0
32,0.0898,0.5982,0.5022,0.9846,859,0.5543,0.8437,0.2904,0.0354,0.1409,39,0.3834,-1,0.8172,0.8173,0
36,0.1141,0.2833,0.3047,0.9846,2622,0.4457,0.8437,0.6451,0.0389,0.0889,640,0.3834,127,0.0102,0.1108,0
59,0.0492,0.1185,0.5022,0.9846,319,0.4457,0.8437,0.6451,0.01,0.1517,129,0.3834,-1,0.8172,0.8173,0
22,0.021,0.2833,0.5022,0.9846,0,0.4457,0.8437,0.6451,0.0419,0.0584,229,0.0314,-1,0.8172,0.8173,1
37,0.0898,0.5982,0.5022,0.9846,42,0.5543,0.8437,0.6451,0.0372,0.3089,107,0.1245,369,0.0162,0.1108,0
70,0.0492,0.5982,0.0411,0.9846,4290,0.4457,0.8437,0.0645,0.0338,0.1409,172,0.2774,-1,0.8172,0.8173,0
33,0.2155,0.5982,0.3047,0.9846,0,0.4457,0.8437,0.6451,0.0259,0.1409,126,0.2774,-1,0.8172,0.8173,0
47,0.0898,0.2833,0.5022,0.9846,870,0.5543,0.8437,0.6451,0.0354,0.0584,36,0.0137,-1,0.8172,0.8173,0
33,0.1693,0.5982,0.5022,0.9846,946,0.5543,0.8437,0.2904,0.0457,0.3089,163,0.2774,-1,0.8172,0.8173,0
51,0.2117,0.5982,0.5022,0.9846,700,0.4457,0.8437,0.6451,0.0423,0.1409,237,0.0814,-1,0.8172,0.8173,0
30,0.1693,0.2833,0.5022,0.9846,309,0.4457,0.8437,0.6451,0.0348,0.1409,99,0.3834,-1,0.8172,0.8173,0
27,0.1141,0.2833,0.5022,0.9846,592,0.5543,0.1563,0.6451,0.0445,0.0584,466,0.1245,-1,0.8172,0.8173,0
56,0.0059,0.5982,0.0411,0.9846,361,0.4457,0.8437,0.2904,0.0567,0.1128,247,0.0137,-1,0.8172,0.8173,0
56,0.0898,0.1185,0.5022,0.9846,141,0.5543,0.8437,0.6451,0.0338,0.3089,63,0.2774,370,0.0471,0.1108,0
54,0.2117,0.2833,0.5022,0.9846,105,0.5543,0.8437,0.6451,0.0433,0.0651,226,0.3834,326,0.0252,0.1108,0
55,0.0307,0.5982,0.152,0.9846,1212,0.4457,0.8437,0.6451,0.014,0.3089,178,0.3834,-1,0.8172,0.8173,0
36,0.0318,0.5982,0.3047,0.9846,2017,0.4457,0.8437,0.6451,0.0379,0.1517,246,0.0016,-1,0.8172,0.8173,0
33,0.2117,0.2833,0.5022,0.9846,109,0.5543,0.1563,0.6451,0.0118,0.1517,184,0.1245,-1,0.8172,0.8173,0
44,0.1693,0.2833,0.152,0.9846,237,0.5543,0.8437,0.6451,0.0191,0.1517,54,0.3834,-1,0.8172,0.8173,0
36,0.2117,0.5982,0.152,0.9846,287,0.5543,0.8437,0.2904,0.0337,0.3089,157,0.1245,-1,0.8172,0.8173,0
41,0.1141,0.5982,0.5022,0.9846,351,0.5543,0.8437,0.2904,0.0445,0.3089,518,0.3834,-1,0.8172,0.8173,0
46,0.0898,0.5982,0.5022,0.9846,1516,0.4457,0.8437,0.6451,0.0411,0.1409,133,0.0814,-1,0.8172,0.8173,0
32,0.1693,0.2833,0.3047,0.9846,127,0.5543,0.8437,0.6451,0.014,0.1517,88,0.1245,-1,0.8172,0.8173,0
43,0.0334,0.5982,0.5022,0.9846,860,0.5543,0.1563,0.6451,0.0368,0.1517,131,0.0359,-1,0.8172,0.8173,0
47,0.2117,0.5982,0.152,0.9846,-127,0.5543,0.8437,0.2904,0.0237,0.1128,170,0.1245,-1,0.8172,0.8173,0
37,0.0276,0.5982,0.5022,0.9846,589,0.5543,0.8437,0.6451,0.0191,0.1517,335,0.2774,-1,0.8172,0.8173,0
35,0.2155,0.5982,0.3047,0.9846,1510,0.5543,0.8437,0.2904,0.0354,0.3089,61,0.3834,-1,0.8172,0.8173,0
28,0.2117,0.2833,0.5022,0.9846,455,0.5543,0.8437,0.6451,0.0338,0.1517,166,0.3834,-1,0.8172,0.8173,0
58,0.0898,0.5982,0.5022,0.9846,1301,0.5543,0.8437,0.6451,0.0338,0.3089,261,0.3834,286,0.0471,0.1108,0
30,0.2155,0.5982,0.3047,0.9846,877,0.4457,0.8437,0.6451,0.0186,0.3089,122,0.2774,108,0.0252,0.1108,0
60,0.0492,0.5982,0.152,0.9846,170,0.5543,0.8437,0.2904,0.0396,0.3089,338,0.2774,-1,0.8172,0.8173,0
37,0.1141,0.2833,0.5022,0.9846,862,0.4457,0.8437,0.6451,0.0457,0.1517,152,0.2774,-1,0.8172,0.8173,0
59,0.2117,0.5982,0.5022,0.9846,0,0.4457,0.8437,0.0645,0.01,0.1517,393,0.1245,-1,0.8172,0.8173,0
31,0.2155,0.5982,0.3047,0.9846,1032,0.4457,0.8437,0.6451,0.0401,0.1517,284,0.3834,-1,0.8172,0.8173,1
55,0.2117,0.5982,0.5022,0.9846,467,0.4457,0.8437,0.6451,0.0191,0.1409,129,0.0359,-1,0.8172,0.8173,0
59,0.0276,0.5982,0.5022,0.9846,0,0.4457,0.8437,0.0645,0.0401,0.1409,107,0.2774,63,0.0623,0.1108,0
31,0.2155,0.5982,0.5022,0.0154,0,0.4457,0.1563,0.6451,0.02,0.1517,111,0.3834,-1,0.8172,0.8173,0
46,0.1693,0.5982,0.5022,0.9846,179,0.4457,0.1563,0.2904,0.0516,0.1128,129,0.3834,-1,0.8172,0.8173,0
29,0.0898,0.5982,0.3047,0.9846,0,0.4457,0.1563,0.6451,0.0401,0.1517,158,0.3834,-1,0.8172,0.8173,0
38,0.1693,0.2833,0.5022,0.9846,28,0.5543,0.1563,0.6451,0.0567,0.0651,131,0.1245,-1,0.8172,0.8173,0
34,0.021,0.2833,0.0411,0.9846,242,0.4457,0.8437,0.0645,0.0327,0.011,364,0.2774,244,0.0471,0.1108,0
32,0.2155,0.2833,0.3047,0.9846,537,0.4457,0.8437,0.2904,0.0379,0.3089,187,0.1245,-1,0.8172,0.8173,0
51,0.0334,0.1185,0.3047,0.9846,4,0.5543,0.1563,0.6451,0.0567,0.0651,74,0.0359,-1,0.8172,0.8173,0
52,0.1141,0.1185,0.5022,0.9846,340,0.5543,0.8437,0.6451,0.0433,0.0651,463,0.3834,344,0.0623,0.1108,0
48,0.1693,0.5982,0.5022,0.9846,335,0.4457,0.8437,0.2904,0.0433,0.1128,214,0.1245,-1,0.8172,0.8173,0
39,0.2155,0.5982,0.5022,0.9846,315,0.5543,0.8437,0.0645,0.0433,0.0651,141,0.0814,-1,0.8172,0.8173,0
58,0.2117,0.5982,0.152,0.9846,1231,0.4457,0.8437,0.2904,0.0567,0.1128,21,0.1245,-1,0.8172,0.8173,0
52,0.1693,0.5982,0.5022,0.9846,98,0.5543,0.8437,0.6451,0.0396,0.0305,103,0.3834,245,0.0471,0.1108,0
38,0.0276,0.5982,0.152,0.9846,3577,0.4457,0.8437,0.2904,0.0419,0.1128,190,0.2774,-1,0.8172,0.8173,0
30,0.021,0.2833,0.0411,0.9846,809,0.4457,0.8437,0.2904,0.0253,0.1128,91,0.2774,-1,0.8172,0.8173,0
36,0.0318,0.2833,0.152,0.9846,235,0.5543,0.8437,0.2904,0.0379,0.3089,141,0.0073,-1,0.8172,0.8173,0
47,0.0276,0.5982,0.152,0.9846,275,0.5543,0.8437,0.6451,0.0411,0.3089,261,0.1245,-1,0.8172,0.8173,0
34,0.1141,0.5982,0.5022,0.9846,3185,0.5543,0.8437,0.2904,0.0348,0.3089,520,0.3834,-1,0.8172,0.8173,0
23,0.021,0.2833,0.5022,0.9846,107,0.4457,0.8437,0.6451,0.0348,0.0651,256,0.0359,181,0.0471,0.0339,1
27,0.2117,0.5982,0.5022,0.9846,30,0.4457,0.1563,0.6451,0.0516,0.3089,110,0.3834,334,0.0162,0.038,0
35,0.0898,0.2833,0.5022,0.9846,1063,0.5543,0.1563,0.6451,0.03,0.0651,327,0.3834,-1,0.8172,0.8173,0
43,0.2155,0.1185,0.3047,0.9846,1819,0.4457,0.1563,0.6451,0.0411,0.1409,41,0.2774,-1,0.8172,0.8173,0
29,0.2117,0.2833,0.152,0.9846,161,0.4457,0.1563,0.6451,0.0401,0.1517,295,0.3834,-1,0.8172,0.8173,0
31,0.0898,0.2833,0.5022,0.9846,2963,0.5543,0.8437,0.2904,0.0372,0.3089,124,0.3834,-1,0.8172,0.8173,0
42,0.2117,0.5982,0.152,0.9846,686,0.5543,0.8437,0.6451,0.0368,0.3089,1326,0.0314,175,0.0252,0.1108,0
32,0.0307,0.5982,0.5022,0.9846,365,0.5543,0.8437,0.6451,0.0337,0.0305,210,0.1245,-1,0.8172,0.8173,0
47,0.1693,0.5982,0.5022,0.9846,0,0.4457,0.8437,0.6451,0.0457,0.0889,591,0.3834,10,0.0623,0.1108,1
53,0.1693,0.5982,0.5022,0.9846,284,0.4457,0.8437,0.6451,0.007,0.1128,781,0.3834,-1,0.8172,0.8173,1
35,0.1141,0.2833,0.5022,0.9846,0,0.5543,0.8437,0.6451,0.0348,0.3089,1073,0.3834,-1,0.8172,0.8173,1
27,0.2117,0.2833,0.152,0.9846,431,0.5543,0.8437,0.2904,0.0368,0.3089,286,0.2774,-1,0.8172,0.8173,0
32,0.2117,0.2833,0.5022,0.9846,782,0.5543,0.8437,0.6451,0.0433,0.0651,517,0.3834,-1,0.8172,0.8173,0
47,0.2155,0.1185,0.3047,0.9846,2105,0.4457,0.1563,0.6451,0.0457,0.1517,363,0.3834,-1,0.8172,0.8173,0
44,0.1693,0.2833,0.5022,0.9846,1059,0.5543,0.8437,0.2904,0.0354,0.3089,286,0.3834,-1,0.8172,0.8173,0
32,0.1693,0.2833,0.3047,0.9846,69,0.4457,0.8437,0.6451,0.0401,0.3089,95,0.3834,357,0.0252,0.038,0
34,0.0307,0.5982,0.5022,0.9846,1375,0.4457,0.8437,0.6451,0.0457,0.0889,148,0.3834,-1,0.8172,0.8173,0
56,0.0334,0.1185,0.3047,0.9846,2975,0.4457,0.1563,0.6451,0.0337,0.1517,28,0.0025,-1,0.8172,0.8173,0
34,0.2117,0.5982,0.5022,0.9846,504,0.5543,0.8437,0.2904,0.0396,0.3089,260,0.2774,-1,0.8172,0.8173,0
33,0.2117,0.2833,0.152,0.9846,863,0.5543,0.8437,0.0645,0.0348,0.3089,622,0.1245,-1,0.8172,0.8173,1
53,0.0492,0.5982,0.152,0.9846,3975,0.4457,0.8437,0.2904,0.0567,0.1128,23,0.2774,-1,0.8172,0.8173,0
48,0.2117,0.5982,0.152,0.9846,235,0.5543,0.8437,0.2904,0.0253,0.1128,58,0.0814,-1,0.8172,0.8173,0
30,0.2155,0.2833,0.3047,0.9846,0,0.5543,0.8437,0.6451,0.0445,0.3089,495,0.3834,-1,0.8172,0.8173,0
66,0.0492,0.1185,0.0411,0.9846,53,0.4457,0.8437,0.6451,0.0372,0.1517,562,0.0814,-1,0.8172,0.8173,1
23,0.1141,0.2833,0.5022,0.9846,40,0.4457,0.8437,0.0645,0.0118,0.0889,1239,0.3834,-1,0.8172,0.8173,0
45,0.0898,0.5982,0.0411,0.9846,9,0.5543,0.8437,0.0645,0.0379,0.1517,186,0.2774,-1,0.8172,0.8173,0
44,0.0898,0.5982,0.5022,0.9846,4837,0.5543,0.8437,0.6451,0.0348,0.3089,324,0.1245,-1,0.8172,0.8173,0
37,0.2155,0.5982,0.5022,0.9846,31,0.4457,0.8437,0.6451,0.0457,0.1409,119,0.0814,-1,0.8172,0.8173,0
34,0.2155,0.5982,0.3047,0.9846,1036,0.5543,0.8437,0.6451,0.0389,0.0889,54,0.0137,-1,0.8172,0.8173,0
46,0.2155,0.5982,0.3047,0.9846,1950,0.4457,0.8437,0.6451,0.0327,0.0132,56,0.2774,-1,0.8172,0.8173,0
48,0.2117,0.5982,0.152,0.9846,583,0.4457,0.8437,0.6451,0.0516,0.1409,260,0.0123,-1,0.8172,0.8173,0
38,0.0898,0.5982,0.5022,0.9846,741,0.5543,0.8437,0.6451,0.0338,0.3089,363,0.3834,343,0.0471,0.1108,0
41,0.0898,0.5982,0.5022,0.9846,7509,0.4457,0.8437,0.2904,0.0389,0.1128,575,0.3834,-1,0.8172,0.8173,0
38,0.0898,0.5982,0.5022,0.9846,2289,0.4457,0.8437,0.2904,0.0516,0.1128,89,0.0359,-1,0.8172,0.8173,0
58,0.0334,0.2833,0.3047,0.9846,229,0.5543,0.8437,0.6451,0.0401,0.3089,162,0.0137,-1,0.8172,0.8173,0
45,0.0334,0.1185,0.3047,0.9846,1273,0.5543,0.1563,0.6451,0.0567,0.0889,206,0.2774,162,0.0252,0.1108,0
58,0.0307,0.1185,0.152,0.9846,414,0.4457,0.8437,0.6451,0.0379,0.0305,267,0.3834,-1,0.8172,0.8173,0
50,0.1693,0.5982,0.5022,0.9846,778,0.4457,0.8437,0.6451,0.02,0.1517,16,0.3834,-1,0.8172,0.8173,0
57,0.1141,0.5982,0.5022,0.9846,100,0.4457,0.8437,0.2904,0.0396,0.3089,23,0.0016,-1,0.8172,0.8173,0
35,0.2155,0.5982,0.3047,0.9846,15298,0.4457,0.8437,0.6451,0.0401,0.1409,642,0.1245,-1,0.8172,0.8173,0
71,0.0492,0.5982,0.5022,0.9846,91,0.4457,0.8437,0.0645,0.0354,0.0036,87,0.0314,-1,0.8172,0.8173,0
41,0.1141,0.5982,0.152,0.9846,4488,0.5543,0.8437,0.6451,0.0354,0.1517,321,0.3834,-1,0.8172,0.8173,0
32,0.1141,0.5982,0.5022,0.9846,305,0.5543,0.8437,0.2904,0.0337,0.3089,200,0.1245,-1,0.8172,0.8173,0
31,0.0059,0.5982,0.3047,0.9846,526,0.4457,0.8437,0.6451,0.0259,0.1409,130,0.0025,-1,0.8172,0.8173,0
30,0.2155,0.2833,0.3047,0.9846,2123,0.4457,0.8437,0.6451,0.0338,0.1409,217,0.2774,-1,0.8172,0.8173,0
