V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
24,6,2,2,0,2984,1,0,2,19,8,935,0,-1,0,3,1
43,1,1,0,0,1211,1,0,2,27,8,208,22,-1,0,3,0
28,9,1,1,0,448,1,0,0,2,8,188,11,346,23,1,0
46,0,1,1,0,68,1,0,0,19,1,267,22,-1,0,3,0
58,5,1,2,0,0,0,0,0,13,1,138,11,-1,0,3,0
45,0,1,1,0,5346,1,1,2,13,10,187,0,-1,0,3,1
45,7,1,1,0,222,0,0,0,17,1,119,2,-1,0,3,0
28,6,2,1,0,123,1,0,2,30,8,97,0,-1,0,3,0
19,8,2,1,0,88,0,0,0,29,11,191,0,-1,0,3,0
49,6,1,2,0,1842,1,0,2,30,8,124,11,-1,0,3,0
33,0,1,0,0,499,0,0,0,8,0,95,22,-1,0,3,0
33,1,1,0,0,-132,1,1,0,9,8,170,32,-1,0,3,0
42,1,1,1,0,273,0,0,2,3,6,315,0,-1,0,3,0
56,5,0,1,0,212,0,1,1,8,5,27,0,-1,0,3,0
28,6,2,1,0,131,1,0,2,15,8,407,5,-1,0,3,0
39,0,2,1,0,573,1,0,2,28,8,329,0,-1,0,3,0
28,0,1,1,0,17,1,0,0,9,5,269,0,-1,0,3,0
59,6,1,2,0,6237,1,0,0,29,8,63,0,169,12,0,0
42,0,0,1,0,153,1,0,2,7,8,844,0,-1,0,3,1
59,7,1,1,0,204,0,0,0,15,5,286,11,-1,0,3,0
31,1,1,1,0,113,1,0,0,26,8,337,22,-1,0,3,0
34,4,1,2,0,468,0,0,0,13,1,104,11,-1,0,3,0
33,0,1,2,0,99,1,1,0,9,9,55,11,-1,0,3,0
56,1,1,0,0,828,1,0,0,5,8,214,0,349,1,0,0
36,4,1,2,0,1619,1,0,0,13,9,106,11,-1,0,3,0
41,9,1,1,0,994,0,0,0,14,1,117,29,-1,0,3,0
34,7,1,3,0,0,1,0,1,24,5,65,29,-1,0,3,0
56,1,1,1,0,0,0,1,0,7,5,390,11,-1,0,3,0
42,3,2,0,0,5774,1,0,2,6,8,54,11,-1,0,3,0
38,4,1,2,0,494,0,0,0,8,9,146,0,104,12,1,0
38,0,1,1,0,8,1,0,2,28,8,125,0,-1,0,3,0
53,2,0,3,0,4736,1,0,2,22,6,676,30,-1,0,3,0
31,4,1,2,1,-253,0,0,0,3,1,220,29,-1,0,3,0
44,4,1,2,0,0,1,0,0,12,1,141,22,-1,0,3,0
43,1,1,3,0,24,1,0,2,4,8,23,11,-1,0,3,0
30,4,2,2,0,74,0,0,0,3,1,96,30,-1,0,3,0
43,1,1,1,1,128,1,0,0,22,3,71,0,-1,0,3,0
44,4,1,0,0,2276,1,0,2,8,6,321,0,-1,0,3,0
48,9,2,1,0,1245,0,0,0,4,10,169,0,134,1,1,0
40,1,1,0,0,32,1,0,0,28,8,102,0,-1,0,3,0
36,9,1,1,0,195,1,0,2,29,8,380,11,-1,0,3,0
52,9,1,3,0,9687,1,0,0,10,9,222,22,174,1,0,0
35,0,2,1,0,181,1,0,0,9,8,217,29,301,1,0,0
61,0,0,2,0,89,0,0,0,16,9,141,11,95,12,1,0
55,5,1,1,0,708,1,0,2,4,8,901,11,-1,0,3,0
50,0,1,1,1,-437,1,1,2,8,6,83,0,-1,0,3,0
31,7,1,1,0,-759,1,0,2,3,8,220,11,-1,0,3,0
33,1,1,1,0,1233,1,0,0,5,8,141,0,-1,0,3,0
42,1,0,1,0,1491,1,0,0,27,8,203,11,334,12,0,0
52,7,0,1,0,36,1,1,0,2,8,930,0,-1,0,3,1
47,7,1,1,0,311,1,1,0,3,8,238,0,301,23,0,0
40,1,1,1,0,3131,1,0,0,16,5,401,0,-1,0,3,0
37,10,0,2,0,1085,0,0,0,17,1,146,29,-1,0,3,0
61,5,0,1,0,4243,0,0,0,23,0,315,0,182,12,2,1
59,3,0,0,0,3180,0,0,2,27,6,28,0,-1,0,3,0
41,1,1,1,0,5517,1,0,0,1,5,584,0,-1,0,3,1
45,4,0,1,0,644,1,0,2,25,6,633,0,-1,0,3,1
32,4,1,2,0,944,1,1,2,25,6,292,0,-1,0,3,0
38,9,1,1,0,2398,1,1,0,24,5,18,26,-1,0,3,0
27,4,2,2,0,338,0,1,0,28,5,535,0,-1,0,3,0
36,1,1,2,0,-534,1,0,0,25,3,22,0,-1,0,3,0
55,5,1,1,0,991,0,0,0,2,5,593,11,-1,0,3,0
45,9,1,1,0,3395,1,0,2,5,8,215,0,-1,0,3,0
64,5,1,2,0,846,0,0,0,5,1,107,22,-1,0,3,0
34,10,2,2,0,1974,0,0,0,14,5,355,0,342,23,2,1
54,1,1,0,0,6242,1,0,0,28,8,162,0,-1,0,3,0
34,0,1,1,0,124,1,0,1,5,8,604,29,366,12,1,1
37,1,1,1,0,298,1,0,0,24,5,10,32,-1,0,3,0
38,1,1,1,0,776,1,0,2,13,8,135,11,-1,0,3,0
30,9,2,2,0,445,1,0,2,19,8,182,0,-1,0,3,0
41,4,2,2,0,6116,0,0,0,28,11,97,0,-1,0,3,0
43,0,1,1,0,1625,1,1,0,13,5,56,0,-1,0,3,0
41,4,1,2,0,850,0,0,2,27,6,262,11,-1,0,3,0
47,9,0,1,0,699,1,0,2,29,8,182,0,-1,0,3,0
57,9,2,1,0,806,1,0,2,21,8,77,0,-1,0,3,0
43,1,1,1,0,1109,1,0,2,5,8,160,11,-1,0,3,0
40,0,2,1,0,1200,1,0,0,13,9,163,11,156,31,0,0
30,0,1,1,0,396,1,0,0,4,8,366,22,348,12,0,1
33,1,1,1,0,1454,1,0,0,12,0,322,11,-1,0,3,0
29,0,2,1,0,265,1,0,0,17,9,414,0,184,1,0,1
38,1,2,2,0,2885,1,0,2,12,6,1422,1,-1,0,3,1
41,4,2,2,0,3947,0,0,1,21,5,63,11,-1,0,3,0
77,5,1,1,0,1208,0,0,1,20,0,72,29,-1,0,3,0
41,1,1,3,0,402,1,0,0,25,3,604,0,204,12,0,0
35,2,2,2,0,-68,1,1,2,6,8,203,29,-1,0,3,0
29,4,1,2,0,246,1,0,0,21,4,61,0,265,1,0,0
30,0,1,1,0,401,0,0,0,10,9,50,0,-1,0,3,0
47,0,1,1,0,328,0,0,0,4,1,260,11,-1,0,3,0
31,0,1,1,0,2304,1,0,0,12,9,257,11,-1,0,3,0
42,2,0,2,1,2,1,0,2,26,8,380,0,-1,0,3,0
36,4,1,2,0,324,0,0,0,9,1,104,29,-1,0,3,0
36,4,1,2,0,23,0,0,0,18,1,133,2,-1,0,3,0
38,10,1,0,0,7005,1,0,0,28,5,370,0,412,1,0,1
28,4,2,2,0,5549,0,0,0,20,5,383,32,-1,0,3,0
39,9,0,1,0,0,1,1,0,23,0,85,0,-1,0,3,0
55,1,0,1,0,496,0,1,0,20,5,93,29,-1,0,3,0
50,9,1,1,0,2242,0,0,0,8,9,170,11,-1,0,3,0
34,0,0,1,0,-75,0,0,0,22,3,151,0,-1,0,3,0
58,0,1,1,0,826,0,0,2,3,6,885,0,-1,0,3,1
34,1,1,1,0,1,1,0,0,30,5,290,11,-1,0,3,0
53,6,1,2,0,20,1,0,0,28,1,218,11,-1,0,3,0
41,1,1,0,0,2453,1,0,2,6,8,1052,0,-1,0,3,1
47,7,1,3,0,12839,1,0,0,28,8,50,0,171,25,0,0
21,0,2,1,0,524,0,0,0,18,8,185,0,-1,0,3,1
48,4,1,2,0,4006,0,0,0,17,5,51,29,-1,0,3,0
58,4,1,2,0,96,0,0,0,13,9,850,0,-1,0,3,1
54,1,1,1,0,-69,1,0,2,18,8,135,11,-1,0,3,0
24,8,2,1,0,7,1,0,2,23,8,86,22,-1,0,3,0
34,1,2,3,0,484,0,0,0,29,10,90,0,-1,0,3,0
33,9,1,1,1,72,1,0,2,27,8,623,0,-1,0,3,0
36,1,1,1,0,6699,1,0,0,12,0,201,22,-1,0,3,0
32,4,1,2,0,1966,0,0,0,28,1,436,29,-1,0,3,0
41,1,1,1,0,2067,1,0,2,12,6,120,29,-1,0,3,0
27,7,2,0,0,140,1,1,0,17,5,361,0,-1,0,3,0
44,1,1,1,0,294,1,0,2,10,8,66,11,-1,0,3,0
56,3,1,2,0,1922,1,0,0,16,5,247,11,-1,0,3,0
34,2,1,2,0,368,0,1,0,12,9,366,29,-1,0,3,0
29,4,2,3,0,698,0,0,0,29,3,186,0,-1,0,3,0
33,9,2,2,0,49,0,0,0,17,1,476,22,-1,0,3,0
32,9,0,1,0,0,1,0,0,27,8,94,0,-1,0,3,0
34,9,1,2,0,100,0,0,0,12,1,196,11,-1,0,3,0
33,1,1,1,0,-349,1,0,2,27,8,191,0,-1,0,3,0
48,0,0,1,0,-480,0,0,0,9,8,380,11,355,1,0,0
37,9,1,1,0,474,1,0,0,5,0,85,0,322,1,0,0
52,1,1,1,0,0,1,0,0,8,9,125,0,-1,0,3,0
39,1,1,1,0,518,1,0,2,25,6,608,11,-1,0,3,0
31,1,1,0,0,1127,1,0,1,4,8,43,0,349,1,0,0
31,7,2,2,0,10122,1,0,0,17,5,63,0,-1,0,3,0
47,9,1,2,0,1127,0,0,0,2,1,133,32,-1,0,3,0
29,11,2,1,0,1288,0,0,0,22,3,266,0,-1,0,3,0
32,4,2,2,0,473,1,0,0,2,8,72,11,361,1,1,0
32,9,2,1,0,4110,1,0,2,18,8,232,22,-1,0,3,0
46,4,1,2,0,375,0,0,0,30,5,130,0,-1,0,3,0
44,4,2,2,0,1356,0,1,0,9,9,264,11,134,12,1,0
37,1,1,0,0,3051,0,0,0,5,8,386,29,-1,0,3,0
46,4,2,2,0,2278,0,0,0,3,1,218,30,-1,0,3,0
45,9,1,1,0,88,0,0,0,21,1,150,11,-1,0,3,0
29,1,1,0,0,163,1,1,0,21,4,80,11,-1,0,3,0
24,8,2,1,0,139,0,0,0,30,11,430,29,-1,0,3,1
51,3,1,0,0,137,0,0,0,5,1,169,11,-1,0,3,0
47,7,1,0,0,206,0,0,0,2,1,71,22,-1,0,3,0
29,1,2,1,0,2,1,1,0,13,0,379,30,-1,0,3,1
34,9,2,1,0,705,1,1,2,10,8,1203,22,-1,0,3,0
33,1,1,1,0,88,1,0,2,30,8,57,11,-1,0,3,0
23,7,2,1,0,0,1,0,2,21,8,544,29,-1,0,3,0
56,3,1,0,0,306,0,1,0,29,5,212,0,-1,0,3,0
49,9,1,1,0,51,0,0,0,12,1,513,29,-1,0,3,0
36,4,2,0,0,51,0,0,1,5,5,179,22,-1,0,3,0
33,4,2,1,0,1326,0,1,0,28,5,164,11,-1,0,3,0
33,4,0,1,0,1897,1,1,2,11,6,197,0,-1,0,3,0
42,0,2,1,0,-247,1,1,1,13,10,519,0,166,1,1,1
27,7,2,1,0,-266,0,1,0,1,5,162,32,-1,0,3,0
34,1,1,3,0,568,1,0,0,17,5,256,0,-1,0,3,0
59,0,1,1,0,3735,0,0,0,8,6,243,22,91,29,2,1
45,10,1,3,0,490,1,0,0,26,3,776,22,-1,0,3,0
23,8,2,1,0,2530,1,0,0,9,8,194,22,364,23,1,0
35,1,2,3,0,422,0,0,2,7,6,140,0,-1,0,3,0
31,1,1,1,0,0,1,0,2,26,8,143,0,-1,0,3,0
53,4,1,2,0,3911,1,1,2,23,8,63,11,-1,0,3,0
40,0,1,1,0,947,0,0,2,27,6,160,0,-1,0,3,0
36,9,0,2,0,466,0,0,0,20,1,171,0,-1,0,3,0
40,4,1,1,0,752,0,1,0,13,9,456,0,157,1,0,0
39,4,1,2,0,51,0,0,0,12,1,140,11,-1,0,3,0
31,1,2,2,0,-701,1,0,2,19,8,42,22,-1,0,3,0
33,7,2,1,0,0,1,0,2,7,8,212,0,-1,0,3,0
58,1,1,1,0,25,0,0,2,30,6,486,22,-1,0,3,1
50,1,1,0,0,1064,1,0,0,29,1,31,11,-1,0,3,0
43,4,1,0,0,98,0,0,2,12,6,185,29,-1,0,3,0
31,9,2,2,0,3194,0,0,0,2,1,140,11,-1,0,3,0
31,0,2,2,0,701,1,0,2,15,8,301,11,-1,0,3,0
32,1,1,1,0,931,1,0,2,22,6,409,0,-1,0,3,0
57,10,0,1,0,753,0,0,0,13,5,730,34,-1,0,3,0
29,7,0,1,0,31,1,0,2,26,8,194,0,-1,0,3,0
45,1,1,0,0,907,0,0,0,9,1,230,34,-1,0,3,0
49,9,1,3,0,-287,1,0,2,18,8,49,0,-1,0,3,0
48,9,2,1,0,957,0,0,0,18,1,198,30,-1,0,3,0
46,1,1,0,0,1844,0,0,2,10,6,29,0,-1,0,3,0
25,4,2,2,0,2140,0,0,0,0,10,81,0,-1,0,3,0
36,7,1,1,0,42,1,0,2,29,8,102,29,-1,0,3,0
50,1,1,0,0,106,0,0,0,3,1,460,11,-1,0,3,0
54,1,0,0,0,2227,1,0,2,11,6,45,22,-1,0,3,0
53,9,1,2,0,476,1,0,0,20,4,160,0,-1,0,3,0
45,4,1,2,0,523,1,0,2,26,8,849,11,-1,0,3,0
50,7,1,1,0,1463,1,0,2,10,8,380,0,-1,0,3,0
43,0,2,1,0,13,0,1,2,0,5,119,0,-1,0,3,0
37,7,1,1,0,4954,1,0,0,5,8,290,29,356,23,1,0
35,1,1,1,0,314,1,0,2,11,6,464,0,-1,0,3,0
39,1,1,1,0,72,1,0,2,28,8,425,32,-1,0,3,0
26,0,1,1,0,-401,1,1,2,25,5,246,0,-1,0,3,0
54,9,1,1,0,0,1,0,1,3,8,11,32,-1,0,3,0
37,7,2,1,0,1175,1,0,2,7,6,92,11,-1,0,3,0
34,1,2,1,0,89,1,1,2,13,8,175,11,-1,0,3,0
35,4,1,2,0,5057,1,0,2,25,6,193,1,-1,0,3,0
33,1,1,0,0,2665,1,0,2,15,8,358,11,-1,0,3,0
78,5,1,0,0,2735,0,0,1,18,3,418,11,-1,0,3,0
35,7,1,1,0,1659,1,0,0,22,3,149,22,215,1,0,0
50,1,1,0,0,9202,0,0,0,9,1,204,33,-1,0,3,0
29,9,2,2,0,183,1,1,0,27,8,64,0,343,12,0,0
39,9,1,2,0,602,1,0,2,12,8,191,33,-1,0,3,0
38,10,0,1,0,0,1,0,2,23,8,281,29,-1,0,3,0
49,4,1,2,0,3840,1,0,2,6,8,146,29,-1,0,3,0
32,6,1,2,0,1464,0,0,1,5,1,133,11,-1,0,3,0
35,7,1,1,0,1417,1,0,0,5,8,65,22,-1,0,3,0
34,7,0,1,0,-240,1,0,0,2,8,247,32,-1,0,3,0
27,4,2,2,0,385,0,1,0,24,5,52,33,-1,0,3,0
30,7,0,1,0,0,1,1,0,23,5,102,22,-1,0,3,0
37,1,1,1,0,342,1,0,0,3,8,340,11,175,1,0,0
54,0,0,1,0,1814,0,0,2,4,8,521,0,-1,0,3,0
33,2,2,2,0,99,0,1,0,24,5,192,22,-1,0,3,0
33,4,2,2,0,224,0,0,0,15,11,409,11,92,25,2,1
37,4,1,1,0,0,0,0,0,3,1,132,11,-1,0,3,0
32,9,1,1,0,2693,1,0,2,13,8,16,0,-1,0,3,0
52,9,0,1,0,2816,0,0,2,12,6,492,22,-1,0,3,0
58,9,1,2,0,4656,0,0,0,24,5,119,32,-1,0,3,0
35,0,2,2,0,1374,1,0,0,6,8,319,0,-1,0,3,0
64,5,1,0,0,43,0,0,0,1,2,232,0,-1,0,3,1
32,9,2,2,0,8047,1,0,0,20,1,16,4,-1,0,3,0
35,4,2,2,0,3544,1,0,0,29,6,380,0,-1,0,3,1
33,1,1,1,0,269,1,0,2,30,8,365,0,-1,0,3,0
42,9,1,2,0,3777,1,0,0,25,3,139,29,-1,0,3,0
45,1,1,0,0,503,1,0,0,2,8,313,0,369,12,0,0
36,9,0,2,0,0,0,0,2,15,8,539,11,-1,0,3,0
46,0,1,1,0,368,0,0,0,12,1,293,0,90,25,1,1
55,0,2,1,0,1854,1,0,2,23,8,34,11,-1,0,3,0
58,0,1,1,0,169,0,0,0,6,3,216,0,91,25,2,1
53,9,0,1,0,447,1,1,0,2,5,108,0,-1,0,3,0
35,1,1,1,0,26,1,0,2,11,6,277,11,-1,0,3,0
59,4,1,2,0,315,0,0,0,28,11,98,11,-1,0,3,0
34,9,1,1,0,354,0,0,0,17,1,358,22,-1,0,3,0
34,4,2,2,0,1741,1,0,0,6,6,268,0,-1,0,3,0
39,6,1,2,0,2630,0,0,2,3,6,651,30,-1,0,3,1
57,5,0,1,0,70,1,0,2,7,8,122,0,-1,0,3,0
46,9,1,1,0,332,1,0,2,30,8,772,0,-1,0,3,1
28,4,2,2,0,637,1,0,0,25,3,324,0,-1,0,3,0
52,9,1,1,0,0,1,1,2,5,8,77,11,-1,0,3,0
42,7,1,2,0,4216,0,0,0,3,6,186,11,-1,0,3,1
36,1,2,0,0,2176,1,0,2,20,8,52,11,-1,0,3,0
34,4,1,2,0,402,1,0,2,4,8,813,11,-1,0,3,0
55,5,1,1,0,1467,0,1,0,21,5,277,11,-1,0,3,0
36,1,1,1,0,-100,1,0,2,22,6,369,11,-1,0,3,0
35,4,0,2,0,434,1,0,0,4,1,1314,11,-1,0,3,1
39,4,2,2,0,0,1,0,0,3,8,561,29,369,23,0,0
27,9,2,1,0,487,1,0,0,15,5,319,0,-1,0,3,0
56,1,1,0,0,1137,0,0,1,3,10,99,22,102,1,2,0
43,1,1,1,0,105,0,1,0,25,5,668,11,-1,0,3,0
39,4,1,2,0,378,1,1,2,26,8,127,11,-1,0,3,0
52,4,1,0,0,98,1,0,0,8,0,402,0,345,12,0,0
32,0,2,1,0,471,0,1,0,11,0,243,22,-1,0,3,1
58,9,0,1,0,906,1,1,2,7,8,155,22,-1,0,3,0
35,9,1,1,0,1368,0,0,0,19,8,329,0,41,12,1,1
41,4,2,2,0,275,1,0,0,9,9,82,11,-1,0,3,0
43,10,1,1,0,3529,0,0,0,26,3,169,11,-1,0,3,0
25,8,2,1,0,679,0,0,0,17,10,297,30,94,29,1,1
53,1,2,3,0,0,0,0,2,3,8,140,33,-1,0,3,0
30,1,1,1,0,393,1,0,0,8,0,1034,11,-1,0,3,0
49,1,2,1,0,-195,1,0,0,2,5,64,11,-1,0,3,0
29,6,2,2,0,392,0,1,2,0,5,135,0,-1,0,3,0
38,7,0,1,0,61,0,0,2,26,6,636,0,-1,0,3,1
27,8,2,2,0,3733,1,0,1,4,3,299,32,-1,0,3,1
50,9,1,1,0,2497,1,0,0,13,9,35,0,176,1,0,0
32,1,1,1,0,-428,1,0,2,4,8,518,0,-1,0,3,0
44,10,1,1,0,0,1,0,0,8,9,58,0,195,12,0,0
36,9,0,1,0,487,0,1,0,2,1,268,22,-1,0,3,0
51,7,0,1,0,9,0,0,2,9,6,371,11,-1,0,3,1
35,1,0,0,0,13,0,1,0,30,5,364,0,-1,0,3,0
33,1,1,0,0,134,1,0,2,30,8,91,11,-1,0,3,0
59,1,1,0,0,416,0,0,2,7,6,92,22,-1,0,3,0
30,7,2,1,0,677,1,0,0,13,9,108,0,-1,0,3,0
39,3,0,1,1,127,0,0,2,12,6,150,11,-1,0,3,0
30,1,1,1,0,717,1,0,2,29,8,42,0,-1,0,3,0
57,7,1,1,0,204,0,0,1,16,5,70,22,-1,0,3,0
55,4,0,2,0,277,0,0,0,3,1,101,22,-1,0,3,0
28,0,1,1,0,7707,1,0,2,23,8,68,11,-1,0,3,0
50,2,1,1,0,806,1,1,0,28,8,141,34,297,12,1,0
43,4,1,2,0,0,0,0,0,0,6,346,0,-1,0,3,0
38,0,2,1,0,0,0,0,0,29,5,452,22,-1,0,3,0
36,0,2,1,0,119,0,0,0,11,6,93,11,-1,0,3,0
32,4,2,2,0,4262,1,0,0,12,0,246,0,152,1,0,0
28,0,2,1,0,551,0,1,0,29,5,161,0,-1,0,3,0
37,9,0,1,0,141,1,0,0,27,8,848,0,364,23,0,1
37,1,2,1,0,111,1,0,2,30,8,217,11,-1,0,3,0
28,7,0,1,0,6,1,1,0,26,8,211,11,278,16,1,0
35,9,2,2,0,470,1,0,0,17,5,743,4,-1,0,3,1
29,2,1,0,0,519,1,0,0,9,5,120,0,-1,0,3,0
32,4,1,2,0,0,0,0,0,21,1,183,11,-1,0,3,0
41,1,0,3,0,19,0,1,0,29,5,514,30,-1,0,3,0
31,4,2,2,0,0,1,0,2,30,8,94,22,-1,0,3,0
31,1,1,1,0,225,1,0,0,9,9,236,0,-1,0,3,0
28,0,2,2,0,373,1,0,0,5,1,78,0,79,25,1,0
36,7,0,1,0,2390,1,0,0,10,9,400,0,-1,0,3,0
57,10,1,0,0,0,0,0,2,30,6,540,0,-1,0,3,0
40,1,0,1,0,-90,1,0,2,20,8,130,0,-1,0,3,0
31,0,1,1,0,774,1,1,0,13,5,93,0,-1,0,3,0
30,8,2,2,0,228,1,0,0,4,8,314,11,-1,0,3,1
30,0,2,2,0,5,0,1,0,2,5,58,0,-1,0,3,0
31,2,1,1,0,7518,1,0,0,12,9,332,22,-1,0,3,0
31,1,2,0,0,435,1,0,2,28,8,159,11,-1,0,3,0
35,6,1,2,0,980,0,0,0,11,1,428,11,336,29,0,0
60,5,1,0,0,6307,1,0,2,2,6,362,0,-1,0,3,0
33,9,2,1,0,486,1,0,2,15,8,363,11,-1,0,3,0
32,1,2,1,0,226,1,0,2,26,6,426,30,-1,0,3,0
35,1,1,1,0,731,1,0,0,12,0,179,11,-1,0,3,0
54,0,0,2,0,122,0,0,0,18,10,322,0,547,1,0,0
31,0,2,1,0,98,1,0,2,26,8,196,11,-1,0,3,0
32,9,2,2,0,190,1,1,2,30,8,352,0,-1,0,3,0
31,1,1,1,0,873,1,0,2,15,8,145,29,-1,0,3,0
42,1,1,1,0,130,0,0,2,11,6,180,22,-1,0,3,0
28,7,2,1,0,113,1,1,0,6,8,270,0,-1,0,3,0
40,3,1,2,0,795,1,0,2,21,8,725,22,-1,0,3,0
31,0,2,1,0,150,1,1,2,4,8,431,11,-1,0,3,0
31,10,2,2,0,140,1,0,1,28,8,11,11,-1,0,3,0
28,4,2,2,0,223,1,0,1,19,1,157,11,119,1,1,1
28,8,1,2,0,1,0,0,0,6,5,92,29,-1,0,3,0
34,1,2,1,1,-369,1,0,2,15,8,353,11,-1,0,3,0
34,4,2,2,0,99,0,0,0,9,5,70,0,-1,0,3,0
47,4,1,2,0,186,0,0,0,12,9,70,11,-1,0,3,0
42,9,2,1,0,-1,0,0,0,21,4,259,0,-1,0,3,0
49,1,1,0,0,361,1,0,2,7,6,513,11,-1,0,3,1
27,6,0,1,0,165,1,0,0,27,3,1160,11,192,25,0,0
30,9,2,2,0,177,0,0,0,4,1,109,22,-1,0,3,0
45,4,1,1,0,2897,0,0,0,6,10,531,29,105,30,0,0
35,1,1,0,0,2730,1,0,2,13,8,65,0,-1,0,3,0
27,6,2,2,0,5214,1,0,2,20,8,94,0,-1,0,3,0
33,0,2,1,0,673,1,0,2,5,8,199,11,-1,0,3,0
26,0,2,1,0,2509,0,0,0,10,3,654,22,-1,0,3,1
34,1,2,1,0,855,1,0,0,7,5,578,0,-1,0,3,1
56,9,1,1,0,4063,0,1,1,20,5,31,29,-1,0,3,0
28,8,2,1,0,1925,0,0,0,12,1,147,0,90,1,0,0
24,5,2,1,0,366,0,1,2,7,8,234,11,-1,0,3,0
53,0,1,1,0,109,0,0,1,23,11,431,0,120,1,2,0
34,4,2,2,0,1640,1,0,2,18,8,160,22,-1,0,3,0
23,1,2,0,0,3198,1,0,0,6,8,224,0,352,12,0,0
46,9,1,1,0,317,1,1,0,11,3,24,33,250,1,0,0
61,5,1,1,0,4248,1,0,2,5,8,71,0,-1,0,3,0
32,1,2,1,0,541,1,0,0,29,8,202,11,-1,0,3,0
32,9,0,2,0,2558,0,0,2,26,8,148,11,-1,0,3,0
54,6,1,0,0,277,1,0,0,10,9,300,30,170,23,0,0
35,6,2,2,0,538,1,1,0,10,9,308,0,195,32,0,0
53,9,0,1,0,173,0,1,2,0,5,157,0,-1,0,3,0
56,1,1,0,0,3643,0,0,2,12,6,11,22,-1,0,3,0
37,0,1,1,0,68,1,1,0,4,8,151,11,351,1,0,0
31,9,1,1,0,793,0,0,0,10,9,755,0,-1,0,3,0
28,1,1,1,0,1827,1,0,2,10,8,211,11,-1,0,3,0
46,1,1,0,0,2269,1,0,0,3,1,73,11,-1,0,3,0
43,6,1,1,0,5704,1,0,0,12,9,154,22,106,12,0,0
46,4,2,2,0,6651,0,0,0,14,8,114,0,60,1,0,0
54,9,1,1,0,65,0,0,0,20,8,309,29,93,25,0,0
44,4,1,2,0,126,1,0,2,4,8,92,0,-1,0,3,0
44,1,1,0,0,2470,0,0,1,13,5,19,0,-1,0,3,0
54,0,1,3,0,-24,0,0,1,20,4,98,11,-1,0,3,0
43,4,1,2,0,354,0,0,0,5,1,169,1,-1,0,3,0
38,1,2,1,0,3054,0,0,2,12,6,24,2,-1,0,3,0
32,1,1,1,0,150,0,0,0,26,3,210,0,-1,0,3,0
49,1,2,0,0,2146,1,0,0,28,8,1516,11,353,12,1,1
50,4,2,3,0,1277,0,0,0,25,8,63,0,-1,0,3,0
85,5,1,3,0,1934,0,0,1,3,4,140,0,-1,0,3,0
37,9,1,2,0,0,1,0,0,8,9,77,0,-1,0,3,0
74,5,1,1,0,3771,0,0,1,7,0,159,0,-1,0,3,0
46,9,1,1,0,4956,1,0,2,7,8,74,0,-1,0,3,0
27,8,2,1,0,538,0,0,0,25,6,124,11,-1,0,3,1
31,2,2,1,0,379,1,0,0,9,5,570,11,-1,0,3,0
40,7,1,1,0,2843,1,0,0,12,0,223,0,305,1,2,0
59,5,0,0,0,7179,0,0,0,26,3,150,0,-1,0,3,0
40,0,1,1,0,5087,1,0,0,4,0,455,11,-1,0,3,0
35,9,0,1,0,-281,0,0,0,25,1,148,0,-1,0,3,0
32,1,1,0,0,1176,0,0,0,3,8,104,30,-1,0,3,0
32,0,2,2,0,3816,1,0,0,13,9,53,22,-1,0,3,0
50,7,2,1,0,1205,1,0,2,27,6,82,11,-1,0,3,0
42,7,1,1,0,98,1,0,1,20,5,228,11,-1,0,3,0
35,4,2,2,0,2749,0,0,0,4,8,127,0,-1,0,3,0
54,6,1,2,0,368,0,0,0,9,9,74,11,110,25,0,0
36,9,0,1,0,1941,0,1,0,4,1,156,29,-1,0,3,0
52,7,1,2,0,1135,1,1,2,4,8,514,30,-1,0,3,0
51,1,1,1,0,279,0,0,0,20,1,64,22,-1,0,3,0
51,3,1,0,0,339,0,0,0,25,11,313,0,-1,0,3,0
34,9,0,1,0,7,1,1,0,21,1,273,11,-1,0,3,0
33,1,1,0,0,1903,1,0,0,13,9,337,11,182,23,0,0
55,2,0,1,0,1553,0,0,0,23,5,85,22,-1,0,3,0
41,1,1,0,0,-441,1,0,0,26,8,352,0,-1,0,3,0
59,1,1,0,0,10,1,0,2,28,8,133,22,-1,0,3,0
33,6,2,2,0,94,1,0,0,26,8,955,11,-1,0,3,1
47,10,2,0,0,7351,0,0,0,25,3,1060,22,-1,0,3,0
47,6,0,1,0,8515,1,0,2,12,9,14,33,112,25,1,0
60,4,0,0,0,21,0,1,1,5,5,113,22,-1,0,3,0
35,9,2,1,0,1467,1,1,0,28,8,381,0,-1,0,3,0
43,0,1,1,0,315,0,0,0,15,5,129,11,-1,0,3,0
38,1,0,0,0,-258,1,0,0,5,8,134,11,370,25,1,0
49,9,1,1,0,8973,0,0,0,24,5,9,1,-1,0,3,0
50,1,1,0,0,0,0,0,0,13,9,281,11,191,12,0,0
35,0,2,1,0,1810,1,0,0,17,1,52,11,92,12,0,0
32,1,2,1,0,0,0,0,0,15,5,271,32,-1,0,3,0
45,1,1,3,0,419,0,0,2,26,6,420,0,-1,0,3,0
41,1,1,0,0,54,1,0,0,1,5,121,0,-1,0,3,0
36,9,1,1,0,432,1,1,2,25,1,94,0,-1,0,3,0
43,0,2,1,0,985,1,1,2,12,6,51,10,-1,0,3,0
